Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Category,Visibility_MeanRatio,Outlet_Location_Score,High_MRP_Flag
FDO37,8.06,Low Fat,0.021420031,Breakfast,232.0326,OUT045,2002,Small,Tier 2,Supermarket Type1,3003.4238,11,FD,0.3051344532982482,2,1
FDP19,11.5,Low Fat,0.290430317,Fruits and Vegetables,130.6652,OUT010,1998,Small,Tier 3,Grocery Store,258.3304,15,FD,4.137262733141325,3,0
FDT13,14.85,Low Fat,0.018571641,Canned,187.3214,OUT046,1997,Small,Tier 1,Supermarket Type1,4333.6922,16,FD,0.26455832502699606,1,1
FDY07,11.8,Low Fat,0.0,Fruits and Vegetables,45.2402,OUT018,2009,Medium,Tier 3,Supermarket Type2,1148.505,4,FD,0.0,3,0
DRI47,14.7,Low Fat,0.020952705,Hard Drinks,143.5128,OUT049,1999,Medium,Tier 1,Supermarket Type1,2444.8176,14,DR,0.29847726108773937,1,1
NCW42,18.2,Low Fat,0.102371638,Household,221.2456,OUT019,1985,Small,Tier 1,Grocery Store,663.1368,28,NC,1.4583131926548645,1,1
NCQ50,18.75,Low Fat,0.034278798,Household,214.1218,OUT013,1987,High,Tier 3,Supermarket Type1,4488.1578,26,NC,0.48831125816069465,3,1
FDQ09,7.235,Low Fat,0.0581025225,Snack Foods,115.1834,OUT045,2002,Small,Tier 2,Supermarket Type1,1382.2008,11,FD,0.827687011203983,2,0
FDI20,19.1,Low Fat,0.038377013,Fruits and Vegetables,211.5586,OUT027,1985,Medium,Tier 3,Supermarket Type3,4432.2306,28,FD,0.5466915001651848,3,1
NCP05,19.6,Low Fat,0.025325897,Health and Hygiene,150.9024,OUT049,1999,Medium,Tier 1,Supermarket Type1,3795.06,14,NC,0.36077462891546436,1,1
FDH02,7.27,Regular,0.020898691,Canned,92.2488,OUT017,2007,Small,Tier 2,Supermarket Type1,814.9392,6,FD,0.29770781624611187,2,0
FDH45,15.1,Regular,0.105881129,Fruits and Vegetables,42.0796,OUT045,2002,Small,Tier 2,Supermarket Type1,454.0756,11,FD,1.5083068933007748,2,0
DRG49,7.81,Low Fat,0.112906337,Soft Drinks,243.5486,OUT010,1998,Small,Tier 3,Grocery Store,488.6972,15,DR,1.6083829857390388,3,1
FDA37,7.81,Regular,0.055216312,Canned,125.5046,OUT035,2004,Small,Tier 2,Supermarket Type1,3237.1196,9,FD,0.7865721191190386,2,0
FDS13,6.465,Low Fat,0.125210375,Canned,266.8884,OUT017,2007,Small,Tier 2,Supermarket Type1,1059.9536,6,FD,1.7836575177175815,2,1
NCW42,18.2,Low Fat,0.058185842,Household,220.8456,OUT027,1985,Medium,Tier 3,Supermarket Type3,4199.8664,28,NC,0.8288739212547473,3,1
FDK15,10.8,Low Fat,0.098814721,Meat,100.5042,OUT018,2009,Medium,Tier 3,Supermarket Type2,1884.8798,4,FD,1.4076438951070576,3,0
FDX51,9.5,Regular,0.022058724,Meat,196.8452,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136,16,FD,0.31423281731930947,1,1
FDJ20,20.7,Regular,0.100091576,Fruits and Vegetables,125.5388,OUT013,1987,High,Tier 3,Supermarket Type1,2105.2596,26,FD,1.425833058902672,3,0
DRK59,8.895,Low Fat,0.075876602,Hard Drinks,235.9616,OUT017,2007,Small,Tier 2,Supermarket Type1,1874.8928,6,DR,1.080883845098019,2,1
FDL45,15.6,Low Fat,0.037841362,Snack Foods,125.2704,OUT018,2009,Medium,Tier 3,Supermarket Type2,2628.5784,4,FD,0.5390609988347405,3,0
FDH41,9.0,Low Fat,0.081943273,Frozen Foods,214.5534,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,26,FD,1.1673053044752408,3,1
FDD05,19.35,Low Fat,0.016645164,Frozen Foods,120.9098,OUT045,2002,Small,Tier 2,Supermarket Type1,1687.1372,11,FD,0.23711511048698677,2,0
FDZ39,19.7,Regular,0.018061324,Meat,102.599,OUT045,2002,Small,Tier 2,Supermarket Type1,2063.98,11,FD,0.2572887137550141,2,0
FDY35,17.6,Regular,0.028062401,Breads,44.0402,OUT019,1985,Small,Tier 1,Grocery Store,91.8804,28,FD,0.3997569091926717,1,0
NCE06,5.825,Low Fat,0.091857904,Household,160.7894,OUT018,2009,Medium,Tier 3,Supermarket Type2,1617.894,4,NC,1.3085420519775608,3,1
FDE57,9.6,Low Fat,0.036109413,Fruits and Vegetables,140.6154,OUT027,1985,Medium,Tier 3,Supermarket Type3,4538.0928,28,FD,0.5143888911587315,3,0
FDD33,12.85,Low Fat,0.108633372,Fruits and Vegetables,233.8642,OUT018,2009,Medium,Tier 3,Supermarket Type2,2323.642,4,FD,1.5475133801237366,3,1
FDQ10,12.85,Low Fat,0.03324652,Snack Foods,172.4422,OUT045,2002,Small,Tier 2,Supermarket Type1,4483.4972,11,FD,0.47360616351438867,2,1
FDN15,17.5,Low Fat,0.016720132,Meat,139.918,OUT013,1987,High,Tier 3,Supermarket Type1,419.454,26,FD,0.2381830510373465,3,0
FDS50,17.0,Low Fat,0.055433377,Dairy,221.1114,OUT046,1997,Small,Tier 1,Supermarket Type1,4434.228,16,FD,0.7896642719784431,1,1
FDX21,7.05,Low Fat,0.084966021,Snack Foods,111.1912,OUT046,1997,Small,Tier 1,Supermarket Type1,1965.4416,16,FD,1.2103652122054573,1,0
FDL58,5.78,Regular,0.074135053,Snack Foods,264.0568,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544,9,FD,1.0560749826828755,2,1
FDK09,15.2,Low Fat,0.091745951,Snack Foods,229.0352,OUT035,2004,Small,Tier 2,Supermarket Type1,2290.352,9,FD,1.3069472495493992,2,1
FDS08,5.735,Low Fat,0.056685383,Fruits and Vegetables,178.437,OUT027,1985,Medium,Tier 3,Supermarket Type3,3175.866,28,FD,0.8074994546789783,3,1
FDE20,11.35,Regular,0.00552947,Fruits and Vegetables,169.279,OUT035,2004,Small,Tier 2,Supermarket Type1,2376.906,9,FD,0.07876887785452151,2,1
FDF04,17.5,Low Fat,0.013664703,Frozen Foods,257.7304,OUT045,2002,Small,Tier 2,Supermarket Type1,5683.2688,11,FD,0.19465759313737369,2,1
FDA50,16.25,Low Fat,0.087310672,Dairy,95.541,OUT049,1999,Medium,Tier 1,Supermarket Type1,1544.656,14,FD,1.2437654346916056,1,0
FDX08,12.85,Low Fat,0.022639195,Fruits and Vegetables,179.7318,OUT049,1999,Medium,Tier 1,Supermarket Type1,2165.1816,14,FD,0.32250179233808923,1,1
FDD05,19.35,Low Fat,0.016531033,Frozen Foods,122.4098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3012.745,28,FD,0.23548928182738388,3,0
FDG41,8.84,Regular,0.076873991,Frozen Foods,109.9228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1547.3192,4,FD,1.0950919359845674,3,0
FDU39,18.85,Low Fat,0.035863436,Meat,58.3562,OUT027,1985,Medium,Tier 3,Supermarket Type3,1125.8678,28,FD,0.5108848786099661,3,0
NCQ43,17.75,Low Fat,0.111301625,Others,107.5912,OUT046,1997,Small,Tier 1,Supermarket Type1,1528.6768,16,NC,1.5855234054321223,1,0
NCY42,6.38,Low Fat,0.015193323,Household,143.347,OUT045,2002,Small,Tier 2,Supermarket Type1,858.882,11,NC,0.21643322119322328,2,1
FDF26,6.825,Regular,0.046408928,Canned,153.2998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.7948,28,FD,0.66110842105867,3,1
FDC20,10.65,Low Fat,0.0240445955,Fruits and Vegetables,57.1272,OUT035,2004,Small,Tier 2,Supermarket Type1,279.636,9,FD,0.34252212345864574,2,0
FDX14,13.1,Low Fat,0.07494003,Dairy,75.0354,OUT046,1997,Small,Tier 1,Supermarket Type1,902.8248,16,FD,1.0675421097291744,1,0
DRC49,8.67,Low Fat,0.065119701,Soft Drinks,145.7128,OUT027,1985,Medium,Tier 3,Supermarket Type3,4026.7584,28,DR,0.9276487211237175,3,1
FDM40,10.195,Low Fat,0.159803853,Frozen Foods,143.1154,OUT017,2007,Small,Tier 2,Supermarket Type1,2410.8618,6,FD,2.27645148226483,2,1
FDE10,6.67,Regular,0.090456903,Snack Foods,131.2626,OUT017,2007,Small,Tier 2,Supermarket Type1,2098.6016,6,FD,1.2885843929897984,2,0
NCU17,5.32,Low Fat,0.093071679,Health and Hygiene,103.8674,OUT045,2002,Small,Tier 2,Supermarket Type1,509.337,11,NC,1.3258326231747772,2,0
FDB36,5.465,Regular,0.048292189,Baking Goods,133.1626,OUT027,1985,Medium,Tier 3,Supermarket Type3,2492.0894,28,FD,0.6879360113480075,3,0
DRF13,12.1,Low Fat,0.029902679,Soft Drinks,144.3444,OUT018,2009,Medium,Tier 3,Supermarket Type2,1161.1552,4,DR,0.4259721943828189,3,1
FDL13,13.85,Regular,0.056547986,Breakfast,232.73,OUT018,2009,Medium,Tier 3,Supermarket Type2,6291.81,4,FD,0.8055421952109683,3,1
NCH55,16.35,Low Fat,0.034726222,Household,125.602,OUT049,1999,Medium,Tier 1,Supermarket Type1,3036.048,14,NC,0.49468494070263475,1,0
NCF18,18.35,Low Fat,0.088908547,Household,192.8504,OUT013,1987,High,Tier 3,Supermarket Type1,2876.256,26,NC,1.2665276199827444,3,1
FDC09,15.5,Regular,0.044024163,Fruits and Vegetables,102.0332,OUT010,1998,Small,Tier 3,Grocery Store,102.5332,15,FD,0.627136763196933,3,0
FDV09,12.1,Low Fat,0.020568574,Snack Foods,150.4734,OUT046,1997,Small,Tier 1,Supermarket Type1,2078.6276,16,FD,0.2930052053899717,1,1
FDV09,12.1,Low Fat,0.020564685,Snack Foods,148.2734,OUT035,2004,Small,Tier 2,Supermarket Type1,3266.4148,9,FD,0.29294980547533683,2,1
FDU16,19.25,Regular,0.058226609,Frozen Foods,85.2908,OUT013,1987,High,Tier 3,Supermarket Type1,671.1264,26,FD,0.8294546588016543,3,0
FDD26,8.71,Regular,0.072155462,Canned,183.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,3146.5708,16,FD,1.0278751440580325,1,1
NCA29,10.5,Low Fat,0.027253711,Household,170.9106,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014,26,NC,0.3882368894019552,3,1
FDZ26,11.6,Regular,0.144604071,Dairy,240.8222,OUT018,2009,Medium,Tier 3,Supermarket Type2,3585.333,4,FD,2.059926250773683,3,1
FDT56,16.0,Regular,0.193477995,Fruits and Vegetables,55.9246,OUT010,1998,Small,Tier 3,Grocery Store,405.4722,15,FD,2.756149243181123,3,0
FDF22,6.865,Low Fat,0.056945936,Snack Foods,214.6218,OUT045,2002,Small,Tier 2,Supermarket Type1,1923.4962,11,FD,0.8112111065066633,2,1
FDH21,10.395,Low Fat,0.031288338,Seafood,159.5604,OUT045,2002,Small,Tier 2,Supermarket Type1,2852.2872,11,FD,0.4457113022031015,2,1
FDD44,8.05,Regular,0.078400465,Fruits and Vegetables,259.0646,OUT046,1997,Small,Tier 1,Supermarket Type1,4380.2982,16,FD,1.1168369936581064,1,1
FDS56,5.785,Regular,0.038976089,Fruits and Vegetables,264.2252,OUT017,2007,Small,Tier 2,Supermarket Type1,3934.878,6,FD,0.5552255087174647,2,1
FDF21,10.3,Regular,0.058918844,Fruits and Vegetables,191.653,OUT049,1999,Medium,Tier 1,Supermarket Type1,5313.084,14,FD,0.8393157438896689,1,1
FDM44,12.5,Low Fat,0.031176157,Fruits and Vegetables,103.099,OUT018,2009,Medium,Tier 3,Supermarket Type2,722.393,4,FD,0.44411325184988537,3,0
DRK01,7.63,Low Fat,0.061159246,Soft Drinks,92.5436,OUT049,1999,Medium,Tier 1,Supermarket Type1,1607.2412,14,DR,0.8712309096258111,1,0
FDO22,13.5,Regular,0.017895691,Snack Foods,78.396,OUT035,2004,Small,Tier 2,Supermarket Type1,1438.128,9,FD,0.25492922441052396,2,0
FDP57,17.5,Low Fat,0.052550476,Snack Foods,101.299,OUT045,2002,Small,Tier 2,Supermarket Type1,722.393,11,FD,0.7485965246652869,2,0
DRF49,7.27,Low Fat,0.124448295,Soft Drinks,112.0518,OUT019,1985,Small,Tier 1,Grocery Store,113.8518,28,DR,1.7728014706759347,1,0
DRK11,8.21,Low Fat,0.010808272,Hard Drinks,150.5392,OUT018,2009,Medium,Tier 3,Supermarket Type2,1043.9744,4,DR,0.15396691852681088,3,1
FDT51,11.65,Regular,0.010963269,Meat,110.9544,OUT018,2009,Medium,Tier 3,Supermarket Type2,335.5632,4,FD,0.15617489501656798,3,0
FDE58,18.5,Low Fat,0.026012696,Snack Foods,119.8124,OUT017,2007,Small,Tier 2,Supermarket Type1,4029.4216,6,FD,0.370558276632444,2,0
FDT23,7.72,Regular,0.075035902,Breads,78.7986,OUT018,2009,Medium,Tier 3,Supermarket Type2,856.8846,4,FD,1.0689078337240001,3,0
NCT42,5.88,Low Fat,0.024882614,Household,149.4392,OUT035,2004,Small,Tier 2,Supermarket Type1,1640.5312,9,NC,0.3544599361000615,2,1
FDJ41,6.85,Low Fat,0.022878953,Frozen Foods,262.3594,OUT035,2004,Small,Tier 2,Supermarket Type1,3924.891,9,FD,0.32591721345740887,2,1
NCF42,17.35,Low Fat,0.166572501,Household,176.1712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,28,NC,2.3728728042997185,3,1
FDA19,7.52,Low Fat,0.055081623,Fruits and Vegetables,128.8994,OUT013,1987,High,Tier 3,Supermarket Type1,2055.9904,26,FD,0.7846534358836929,3,0
FDW09,13.65,Regular,0.025920816,Snack Foods,81.2302,OUT046,1997,Small,Tier 1,Supermarket Type1,2059.9852,16,FD,0.3692494198166419,1,0
NCO14,9.6,Low Fat,0.029500321,Household,46.2086,OUT027,1985,Medium,Tier 3,Supermarket Type3,802.9548,28,NC,0.4202404898694045,3,0
FDO39,6.985,Regular,0.137645467,Meat,185.2608,OUT045,2002,Small,Tier 2,Supermarket Type1,2940.1728,11,FD,1.9607989513193076,2,1
FDR45,10.8,Low Fat,0.0289951375,Snack Foods,240.6222,OUT027,1985,Medium,Tier 3,Supermarket Type3,4302.3996,28,FD,0.4130440067696463,3,1
FDA15,9.3,Low Fat,0.026818196,Dairy,248.9092,OUT010,1998,Small,Tier 3,Grocery Store,498.0184,15,FD,0.3820328539629688,3,1
FDY13,12.1,Low Fat,0.030102335,Canned,74.767,OUT013,1987,High,Tier 3,Supermarket Type1,2220.443,26,FD,0.4288163510699738,3,0
FDY31,5.98,Low Fat,0.043740308,Fruits and Vegetables,145.3418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2354.2688,4,FD,0.6230931677305691,3,1
NCS29,9.0,Low Fat,0.069653585,Health and Hygiene,266.2884,OUT049,1999,Medium,Tier 1,Supermarket Type1,2914.8724,14,NC,0.9922351923411343,1,1
FDJ52,7.145,Low Fat,0.01785932,Frozen Foods,160.6578,OUT018,2009,Medium,Tier 3,Supermarket Type2,2246.4092,4,FD,0.25441110913791254,3,1
NCX41,19.0,Low Fat,0.017755213,Health and Hygiene,211.7244,OUT045,2002,Small,Tier 2,Supermarket Type1,2752.4172,11,NC,0.2529280752184228,2,1
FDQ36,7.855,Regular,0.161875063,Baking Goods,35.6848,OUT045,2002,Small,Tier 2,Supermarket Type1,335.5632,11,FD,2.3059564596860054,2,0
FDV35,19.5,Low Fat,0.128181759,Breads,156.1314,OUT035,2004,Small,Tier 2,Supermarket Type1,2792.3652,9,FD,1.8259857306122855,2,1
FDE02,8.71,Low Fat,0.121250374,Canned,92.7778,OUT046,1997,Small,Tier 1,Supermarket Type1,1032.6558,16,FD,1.7272461735792128,1,0
FDA34,11.5,Low Fat,0.014921093,Starchy Foods,173.908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1211.756,4,FD,0.21255522716878036,3,1
NCL42,18.85,Low Fat,0.040434372,Household,244.3144,OUT049,1999,Medium,Tier 1,Supermarket Type1,5635.3312,14,NC,0.5759991661393018,1,1
FDE14,13.65,Regular,0.031508924,Canned,98.77,OUT045,2002,Small,Tier 2,Supermarket Type1,1697.79,11,FD,0.44885361271214086,2,0
DRD25,6.135,Low Fat,0.079094835,Soft Drinks,114.386,OUT049,1999,Medium,Tier 1,Supermarket Type1,1018.674,14,DR,1.1267284924302932,1,0
DRF01,5.655,Low Fat,0.175793413,Soft Drinks,146.9102,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.7224,4,DR,2.5042273267105988,3,1
FDF39,14.85,Regular,0.019495051,Dairy,261.291,OUT013,1987,High,Tier 3,Supermarket Type1,10256.649,26,FD,0.2777125639503727,3,1
FDP01,20.75,Regular,0.063313974,Breakfast,153.7682,OUT035,2004,Small,Tier 2,Supermarket Type1,1829.6184,9,FD,0.9019256247868874,2,1
FDB10,10.0,Low Fat,0.0674819,Snack Foods,234.859,OUT018,2009,Medium,Tier 3,Supermarket Type2,1181.795,4,FD,0.9612989198767757,3,1
FDY14,10.3,Low Fat,0.070026951,Dairy,263.6226,OUT035,2004,Small,Tier 2,Supermarket Type1,6608.065,9,FD,0.9975538975423618,2,1
FDR57,5.675,Regular,0.023496967,Snack Foods,156.1288,OUT046,1997,Small,Tier 1,Supermarket Type1,2828.3184,16,FD,0.33472099922320275,1,1
NCH29,5.51,Low Fat,0.034467286,Health and Hygiene,98.9726,OUT018,2009,Medium,Tier 3,Supermarket Type2,1565.9616,4,NC,0.4909963235013228,3,0
FDJ45,17.75,Low Fat,0.073559521,Seafood,33.9216,OUT045,2002,Small,Tier 2,Supermarket Type1,830.9184,11,FD,1.0478763651283234,2,0
FDZ48,17.75,Low Fat,0.07626905,Baking Goods,113.1544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1006.6896,4,FD,1.0864743788338473,3,0
FDV44,8.365,Regular,0.039925235,Fruits and Vegetables,189.2188,OUT045,2002,Small,Tier 2,Supermarket Type1,4570.0512,11,FD,0.5687463643040052,2,1
FDR01,5.405,Regular,0.093883945,Canned,200.4742,OUT019,1985,Small,Tier 1,Grocery Store,398.1484,28,FD,1.3374035841058212,1,1
FDZ57,10.0,Regular,0.03773288,Snack Foods,128.2994,OUT013,1987,High,Tier 3,Supermarket Type1,1413.4934,26,FD,0.5375156417919471,3,0
FDI08,18.2,Regular,0.066400129,Fruits and Vegetables,250.1092,OUT049,1999,Medium,Tier 1,Supermarket Type1,5727.2116,14,FD,0.9458887833238036,1,1
DRA24,19.35,Regular,0.039920687,Soft Drinks,163.3868,OUT035,2004,Small,Tier 2,Supermarket Type1,3439.5228,9,DR,0.5686815767463401,2,1
FDS39,6.895,Low Fat,0.022351808,Meat,143.7812,OUT027,1985,Medium,Tier 3,Supermarket Type3,4986.842,28,FD,0.318407882523952,3,1
NCL31,7.39,Low Fat,0.120180894,Others,141.447,OUT013,1987,High,Tier 3,Supermarket Type1,2290.352,26,NC,1.7120111258281892,3,0
FDD34,7.945,Low Fat,0.015900971,Snack Foods,163.821,OUT049,1999,Medium,Tier 1,Supermarket Type1,1794.331,14,FD,0.2265138688639759,1,1
FDC34,16.0,Regular,0.172759093,Snack Foods,157.0972,OUT046,1997,Small,Tier 1,Supermarket Type1,4673.916,16,FD,2.461002572538584,1,1
NCK05,20.1,Low Fat,0.077454252,Health and Hygiene,59.2536,OUT046,1997,Small,Tier 1,Supermarket Type1,735.0432,16,NC,1.1033579194934287,1,0
FDB32,20.6,Low Fat,0.039255412,Fruits and Vegetables,94.4778,OUT010,1998,Small,Tier 3,Grocery Store,93.8778,15,FD,0.5592045445507288,3,0
FDC03,8.575,Regular,0.072252888,Dairy,196.5794,OUT017,2007,Small,Tier 2,Supermarket Type1,5267.1438,6,FD,1.0292630052262555,2,1
FDO19,17.7,Regular,0.016664252,Fruits and Vegetables,47.9034,OUT018,2009,Medium,Tier 3,Supermarket Type2,729.051,4,FD,0.2373870244932997,3,0
FDZ28,20.0,Regular,0.086187886,Frozen Foods,125.4678,OUT010,1998,Small,Tier 3,Grocery Store,127.1678,15,FD,1.2277710277609655,3,0
FDK28,5.695,Low Fat,0.109784056,Frozen Foods,256.0646,OUT010,1998,Small,Tier 3,Grocery Store,1288.323,15,FD,1.5639052020244164,3,1
NCU30,5.11,Low Fat,0.034874689,Household,164.721,OUT018,2009,Medium,Tier 3,Supermarket Type2,3588.662,4,NC,0.4967998954792096,3,1
FDV57,15.25,Regular,0.065841719,Snack Foods,178.166,OUT045,2002,Small,Tier 2,Supermarket Type1,4853.682,11,FD,0.9379340735446126,2,1
FDB02,9.695,Regular,0.029023048,Canned,177.837,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606,28,FD,0.4134415998057526,3,1
FDD52,18.25,Regular,0.183142346,Dairy,110.357,OUT013,1987,High,Tier 3,Supermarket Type1,2087.283,26,FD,2.6089149741411957,3,0
FDN34,15.6,Regular,0.0457954925,Snack Foods,170.6132,OUT013,1987,High,Tier 3,Supermarket Type1,6595.4148,26,FD,0.6523698573317436,3,1
FDB50,13.0,Low Fat,0.153857402,Canned,76.3986,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.986,14,FD,2.1917425910895645,1,0
FDS55,7.02,Low Fat,0.081290366,Fruits and Vegetables,147.3734,OUT049,1999,Medium,Tier 1,Supermarket Type1,2524.0478,14,FD,1.1580044579685482,1,1
FDR21,19.7,Low Fat,0.066935459,Snack Foods,177.537,OUT046,1997,Small,Tier 1,Supermarket Type1,3175.866,16,FD,0.9535147119176581,1,1
NCD07,9.1,Low Fat,0.055514919,Household,112.5518,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.5554,14,NC,0.7908258610345397,1,0
FDO11,8.0,Regular,0.050657232,Breads,249.9092,OUT010,1998,Small,Tier 3,Grocery Store,249.0092,15,FD,0.7216267236925346,3,1
NCC54,17.75,Low Fat,0.098108957,Health and Hygiene,240.9196,OUT018,2009,Medium,Tier 3,Supermarket Type2,4579.3724,4,NC,1.39759008555386,3,1
FDV35,19.5,Low Fat,0.128405328,Breads,156.4314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.971,14,FD,1.8291705348074538,1,1
NCU29,7.685,Low Fat,0.025477448,Health and Hygiene,145.276,OUT046,1997,Small,Tier 1,Supermarket Type1,3515.424,16,NC,0.36293351615198627,1,1
NCZ53,9.6,Low Fat,0.040969757,Health and Hygiene,188.7214,OUT010,1998,Small,Tier 3,Grocery Store,376.8428,15,NC,0.5836258782238493,3,1
DRE03,19.6,Low Fat,0.040550868,Dairy,45.5718,OUT010,1998,Small,Tier 3,Grocery Store,47.2718,15,DR,0.5776586848987019,3,0
FDZ09,17.6,Low Fat,0.175545889,Snack Foods,163.6868,OUT010,1998,Small,Tier 3,Grocery Store,163.7868,15,FD,2.5007012767054335,3,1
FDE40,15.6,Regular,0.099344826,Dairy,63.6194,OUT045,2002,Small,Tier 2,Supermarket Type1,743.0328,11,FD,1.415195392085081,2,0
NCS18,12.65,Low Fat,0.042276746,Household,108.4938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1500.7132,14,NC,0.6022443094474933,1,0
FDX24,8.355,Low Fat,0.013861607,Baking Goods,94.4462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2036.0164,28,FD,0.19746254679930994,3,0
FDS34,19.35,Regular,0.076387367,Snack Foods,112.1518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3870.9612,28,FD,1.088159838257827,3,0
NCS53,14.5,Low Fat,0.08996026,Health and Hygiene,159.5604,OUT045,2002,Small,Tier 2,Supermarket Type1,1426.1436,11,NC,1.2815095717493716,2,1
FDH38,6.425,Low Fat,0.010480751,Canned,116.5808,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.7968,4,FD,0.14930128843137844,3,0
DRM35,9.695,Low Fat,0.070587419,Hard Drinks,176.9344,OUT045,2002,Small,Tier 2,Supermarket Type1,5888.3352,11,DR,1.0055379241187548,2,1
DRI25,19.6,Low Fat,0.03387323,Soft Drinks,56.1614,OUT013,1987,High,Tier 3,Supermarket Type1,828.921,26,DR,0.48253382628138203,3,0
NCP06,20.7,Low Fat,0.039238384,Household,152.8366,OUT035,2004,Small,Tier 2,Supermarket Type1,2569.3222,9,NC,0.5589619758321885,2,1
FDT02,12.6,Low Fat,0.024331586,Dairy,34.9874,OUT017,2007,Small,Tier 2,Supermarket Type1,529.311,6,FD,0.3466103850171509,2,0
NCP14,8.275,Low Fat,0.110197977,Household,104.2306,OUT013,1987,High,Tier 3,Supermarket Type1,3658.571,26,NC,1.5698016247720616,3,0
NCD43,8.85,Low Fat,0.028048877,Household,106.1964,OUT019,1985,Small,Tier 1,Grocery Store,210.3928,28,NC,0.3995642559539156,1,0
FDP20,19.85,Low Fat,0.045631231,Fruits and Vegetables,128.102,OUT013,1987,High,Tier 3,Supermarket Type1,1265.02,26,FD,0.6500299053960787,3,0
FDK04,7.36,Low Fat,0.087559621,Frozen Foods,55.2588,OUT010,1998,Small,Tier 3,Grocery Store,229.0352,15,FD,1.2473117842283614,3,0
FDQ15,20.35,Regular,0.252865979,Meat,82.7276,OUT010,1998,Small,Tier 3,Grocery Store,162.4552,15,FD,3.602148020228883,3,0
FDE11,17.7,Regular,0.135306012,Starchy Foods,183.7924,OUT049,1999,Medium,Tier 1,Supermarket Type1,2221.1088,14,FD,1.927472747335716,1,1
FDN01,8.895,Low Fat,0.126760908,Breakfast,176.937,OUT019,1985,Small,Tier 1,Grocery Store,352.874,28,FD,1.8057453027107913,1,1
FDC29,8.39,Regular,0.024201084,Frozen Foods,112.6176,OUT035,2004,Small,Tier 2,Supermarket Type1,2175.8344,9,FD,0.34475134679146735,2,0
FDC48,9.195,Low Fat,0.015856295,Baking Goods,81.6592,OUT035,2004,Small,Tier 2,Supermarket Type1,1403.5064,9,FD,0.22587744649672756,2,0
DRF27,8.93,Low Fat,0.028411899,Dairy,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2143.876,9,DR,0.4047356079237254,2,1
NCB55,15.7,Low Fat,0.160529322,Household,59.2562,OUT013,1987,High,Tier 3,Supermarket Type1,296.281,26,NC,2.286785995165387,3,0
NCX30,16.7,Low Fat,0.026771204,Household,246.3776,OUT017,2007,Small,Tier 2,Supermarket Type1,1981.4208,6,NC,0.38136343951490426,2,1
DRN36,15.2,Low Fat,0.049934854,Soft Drinks,95.0752,OUT027,1985,Medium,Tier 3,Supermarket Type3,2588.6304,28,DR,0.711336242968922,3,0
FDP08,20.5,Regular,0.113045883,Fruits and Vegetables,194.1478,OUT017,2007,Small,Tier 2,Supermarket Type1,2906.217,6,FD,1.6103708583252156,2,1
NCD31,12.1,Low Fat,0.015359722,Household,163.7526,OUT027,1985,Medium,Tier 3,Supermarket Type3,1973.4312,28,NC,0.21880362242627355,3,1
FDK45,11.65,Low Fat,0.034049703,Seafood,112.286,OUT017,2007,Small,Tier 2,Supermarket Type1,452.744,6,FD,0.4850477345188119,2,0
DRE49,20.75,Low Fat,0.02128304,Soft Drinks,153.5024,OUT049,1999,Medium,Tier 1,Supermarket Type1,2428.8384,14,DR,0.30318297741608063,1,1
FDU52,7.56,Low Fat,0.063462048,Frozen Foods,157.563,OUT027,1985,Medium,Tier 3,Supermarket Type3,1721.093,28,FD,0.904034981166329,3,1
FDD53,16.2,Low Fat,0.074019393,Frozen Foods,41.7454,OUT010,1998,Small,Tier 3,Grocery Store,83.8908,15,FD,1.0544273729820082,3,0
FDF11,10.195,Regular,0.017666978,Starchy Foods,239.4538,OUT045,2002,Small,Tier 2,Supermarket Type1,4566.7222,11,FD,0.2516711424676359,2,1
NCR30,20.6,Low Fat,0.124299531,Household,73.4696,OUT019,1985,Small,Tier 1,Grocery Store,298.2784,28,NC,1.770682285049618,1,0
