,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
30252,Operations,region_7,Bachelor's,f,other,1,34,4.0,5,0,0,61
32160,Sales & Marketing,region_13,Bachelor's,m,other,1,23,3.0,2,0,0,46
32129,Sales & Marketing,region_2,Master's & above,f,other,1,45,1.0,12,0,0,53
41313,Analytics,region_2,Master's & above,m,sourcing,1,39,4.0,11,0,0,84
29862,Sales & Marketing,region_20,Bachelor's,m,sourcing,2,30,2.0,5,0,0,50
18201,Operations,region_8,Bachelor's,m,other,1,31,2.0,4,1,0,59
47916,Sales & Marketing,region_15,Master's & above,m,other,1,55,4.0,4,0,0,50
33953,Technology,region_2,Below Secondary,f,other,1,21,4.0,2,1,1,81
23218,Analytics,region_22,Master's & above,m,other,1,42,3.0,9,0,0,82
14612,Procurement,region_2,Master's & above,f,other,2,46,5.0,4,1,0,69
44892,HR,region_15,Bachelor's,m,other,1,30,3.0,6,0,0,51
40806,Analytics,region_26,Bachelor's,m,other,1,28,,1,0,0,86
45268,HR,region_7,Bachelor's,f,other,1,36,3.0,6,1,0,49
16506,Sales & Marketing,region_31,,m,sourcing,1,32,3.0,5,0,0,51
30120,Technology,region_10,Master's & above,m,other,2,34,5.0,10,1,0,82
2625,HR,region_2,Master's & above,f,sourcing,1,53,3.0,18,1,0,46
17088,Finance,region_22,Bachelor's,m,other,1,30,5.0,2,1,0,92
35868,Sales & Marketing,region_22,Bachelor's,m,other,2,35,5.0,6,0,0,51
8246,Procurement,region_30,Bachelor's,f,other,1,32,4.0,9,1,0,97
29609,Analytics,region_2,Bachelor's,m,other,1,59,1.0,3,1,0,83
18464,Operations,region_31,Bachelor's,m,sourcing,1,27,1.0,3,0,0,58
23176,Procurement,region_2,Bachelor's,f,other,1,26,,1,1,0,75
24958,Sales & Marketing,region_13,Master's & above,m,sourcing,1,33,5.0,10,1,0,54
38607,Operations,region_28,Bachelor's,f,sourcing,1,33,3.0,4,0,0,59
49657,Sales & Marketing,region_2,Bachelor's,m,other,1,29,3.0,2,0,0,47
8745,Procurement,region_16,Bachelor's,f,sourcing,1,24,1.0,2,0,0,67
37066,Sales & Marketing,region_28,Master's & above,m,other,2,40,1.0,7,0,0,51
51678,Sales & Marketing,region_2,,f,other,1,35,1.0,9,0,0,50
44039,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,32,5.0,5,0,0,52
2754,Technology,region_2,Bachelor's,f,sourcing,1,29,,1,0,0,81
26937,Technology,region_26,Master's & above,f,other,1,33,1.0,7,0,0,77
51950,Sales & Marketing,region_7,Bachelor's,f,other,2,28,4.0,6,1,0,49
38926,Legal,region_31,Bachelor's,f,sourcing,1,31,4.0,2,1,0,59
27720,Analytics,region_15,Bachelor's,m,other,1,27,3.0,4,0,0,84
16943,Analytics,region_15,Bachelor's,m,other,1,37,1.0,7,0,0,85
47663,Sales & Marketing,region_11,Bachelor's,m,other,2,36,3.0,4,0,0,55
41663,Procurement,region_8,Master's & above,f,other,1,44,5.0,3,0,0,67
13183,Sales & Marketing,region_22,,m,other,1,20,3.0,2,0,0,52
44028,Sales & Marketing,region_2,Master's & above,f,sourcing,2,40,1.0,5,0,0,51
25714,Sales & Marketing,region_11,Bachelor's,m,other,2,28,,1,0,0,49
20993,Finance,region_7,Bachelor's,m,other,1,26,4.0,2,1,0,54
6133,Operations,region_22,Master's & above,f,sourcing,1,33,4.0,4,0,0,62
51756,Procurement,region_31,Master's & above,f,sourcing,1,33,2.0,7,1,0,70
11719,Procurement,region_12,Bachelor's,f,sourcing,1,33,3.0,9,0,0,69
26450,Operations,region_22,Master's & above,m,sourcing,1,35,2.0,7,0,0,59
49835,Sales & Marketing,region_22,Master's & above,m,other,1,34,3.0,6,0,0,93
19641,Operations,region_22,Bachelor's,m,other,1,29,,1,0,0,75
30678,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,30,4.0,3,1,0,52
24341,Technology,region_16,Master's & above,m,sourcing,1,52,4.0,21,0,0,77
2507,Analytics,region_22,Bachelor's,m,sourcing,2,28,5.0,5,0,0,83
17055,Finance,region_13,Master's & above,m,sourcing,1,36,5.0,6,1,0,58
19004,Sales & Marketing,region_13,Bachelor's,m,other,1,27,3.0,4,0,0,52
2165,Analytics,region_19,Bachelor's,m,other,1,41,4.0,11,1,0,84
20742,Sales & Marketing,region_26,Bachelor's,m,other,1,39,5.0,9,1,0,49
3956,Operations,region_22,Master's & above,f,other,1,44,5.0,13,1,0,58
35982,Sales & Marketing,region_34,Master's & above,m,sourcing,1,34,3.0,7,1,0,44
5927,Technology,region_23,Bachelor's,m,sourcing,2,28,5.0,4,0,0,78
18336,Sales & Marketing,region_11,Bachelor's,m,other,2,32,1.0,2,0,0,49
8938,Finance,region_22,Master's & above,f,other,2,34,5.0,6,0,0,58
27212,Technology,region_11,Bachelor's,m,sourcing,1,30,1.0,2,0,0,78
17401,Sales & Marketing,region_15,Bachelor's,m,other,2,32,4.0,5,0,0,52
43308,Operations,region_2,Bachelor's,m,other,1,30,5.0,4,1,0,55
40923,Sales & Marketing,region_7,Master's & above,m,sourcing,1,40,1.0,12,0,0,52
36694,Operations,region_2,Bachelor's,f,sourcing,2,42,3.0,18,0,0,59
10593,Analytics,region_2,Master's & above,m,other,1,38,5.0,5,1,0,85
40897,Sales & Marketing,region_7,Bachelor's,m,other,1,49,3.0,12,0,0,55
31856,Procurement,region_10,Master's & above,m,sourcing,1,38,1.0,10,0,0,71
6718,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,45,4.0,16,0,0,46
21295,Sales & Marketing,region_19,Bachelor's,m,other,2,28,1.0,4,0,0,48
47490,Sales & Marketing,region_1,Master's & above,m,other,1,37,3.0,2,1,0,48
28724,Procurement,region_7,Bachelor's,f,other,2,33,3.0,5,0,0,74
51185,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,28,5.0,5,0,0,47
11185,Technology,region_19,Bachelor's,m,sourcing,2,30,,1,0,0,79
18740,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,32,1.0,6,0,0,52
2214,Operations,region_24,Bachelor's,m,other,1,33,4.0,6,0,0,62
21850,Procurement,region_2,Below Secondary,m,sourcing,1,25,,1,1,0,72
30465,Operations,region_4,Master's & above,m,other,1,33,3.0,7,0,0,60
24512,Procurement,region_23,Master's & above,m,other,1,44,3.0,15,0,0,68
38108,Sales & Marketing,region_9,,m,sourcing,1,28,1.0,2,0,0,53
16136,HR,region_23,Master's & above,m,other,1,37,4.0,11,0,0,49
30656,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,31,5.0,5,1,0,48
27649,Procurement,region_8,Bachelor's,m,sourcing,1,30,3.0,4,0,0,72
9325,R&D,region_2,Bachelor's,m,sourcing,2,45,5.0,3,1,0,85
20660,Operations,region_14,Master's & above,f,other,1,43,5.0,12,1,0,58
35956,Operations,region_2,Master's & above,f,sourcing,1,40,1.0,8,0,0,55
12168,Operations,region_2,Bachelor's,f,referred,1,31,3.0,4,0,0,64
8467,Technology,region_13,Bachelor's,f,sourcing,1,31,5.0,3,1,0,80
42071,Sales & Marketing,region_16,Master's & above,m,sourcing,1,36,5.0,4,1,0,50
32282,Sales & Marketing,region_27,,m,other,1,33,2.0,7,0,0,45
49280,Operations,region_27,Bachelor's,m,other,1,34,5.0,5,1,0,55
13460,Sales & Marketing,region_19,Bachelor's,m,sourcing,3,43,3.0,14,0,0,50
48918,Technology,region_26,Bachelor's,f,sourcing,2,26,2.0,4,0,0,82
8772,Operations,region_13,Bachelor's,m,other,1,40,4.0,5,0,0,62
33558,Procurement,region_2,Master's & above,f,sourcing,1,40,1.0,9,0,0,71
42083,Technology,region_2,Master's & above,f,other,1,42,4.0,12,0,0,81
9124,Operations,region_15,,m,other,1,40,3.0,6,0,0,64
42922,Legal,region_25,Bachelor's,m,other,1,32,3.0,3,1,0,59
39476,Analytics,region_25,Master's & above,m,sourcing,2,37,5.0,10,1,0,84
4541,Operations,region_27,Master's & above,f,other,1,36,3.0,7,0,0,64
10950,Operations,region_6,Bachelor's,f,other,1,30,3.0,6,1,0,64
13086,Procurement,region_22,Master's & above,m,sourcing,1,38,3.0,4,0,1,78
30324,Operations,region_7,Bachelor's,m,other,1,51,5.0,3,1,0,62
29753,Technology,region_33,Bachelor's,m,other,1,44,3.0,13,0,0,81
41459,Procurement,region_27,Bachelor's,m,sourcing,2,35,3.0,9,0,0,69
823,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,29,1.0,5,0,0,48
30536,Operations,region_2,,f,other,1,40,3.0,8,0,0,59
43967,Technology,region_13,Master's & above,m,other,1,56,4.0,31,0,0,78
11939,Procurement,region_7,Bachelor's,m,sourcing,3,31,5.0,7,1,0,67
21218,Sales & Marketing,region_21,Bachelor's,m,other,1,42,3.0,5,0,0,54
40733,Technology,region_14,Bachelor's,m,sourcing,1,34,2.0,7,0,0,75
21914,Procurement,region_16,Bachelor's,f,other,1,56,3.0,16,0,0,64
38904,Operations,region_15,Bachelor's,m,sourcing,1,50,2.0,19,0,0,62
46599,Operations,region_23,Bachelor's,f,other,1,31,5.0,6,1,0,57
2591,Procurement,region_11,Master's & above,f,sourcing,1,34,5.0,5,1,0,69
52660,HR,region_22,Bachelor's,m,other,1,27,3.0,2,0,0,47
18173,HR,region_2,Master's & above,f,other,1,56,4.0,13,1,0,52
16770,Technology,region_14,Bachelor's,m,other,1,48,3.0,11,0,0,76
1488,Operations,region_4,Bachelor's,m,sourcing,1,44,5.0,5,1,0,63
39227,Sales & Marketing,region_2,Bachelor's,m,other,2,41,1.0,12,0,0,49
50537,Operations,region_7,Below Secondary,m,other,2,23,3.0,1,0,0,59
3416,Procurement,region_2,Master's & above,m,sourcing,1,36,5.0,7,1,0,69
29564,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,51,3.0,12,1,0,47
20010,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,27,5.0,3,1,0,49
15064,Operations,region_13,Master's & above,f,other,2,35,5.0,8,1,0,89
5971,HR,region_2,Bachelor's,m,sourcing,1,43,1.0,3,1,0,47
46626,Operations,region_30,Bachelor's,f,other,1,35,3.0,8,0,0,58
23987,Sales & Marketing,region_23,Master's & above,m,sourcing,1,34,5.0,4,1,0,52
27305,Operations,region_1,Bachelor's,m,other,1,33,5.0,9,1,0,63
31931,HR,region_2,Bachelor's,f,other,1,44,3.0,7,0,0,53
10644,Procurement,region_2,Bachelor's,m,other,1,31,3.0,2,1,0,73
44105,Procurement,region_5,Bachelor's,f,sourcing,1,26,,1,0,0,72
11160,HR,region_2,Master's & above,f,other,1,51,1.0,26,0,0,55
42432,HR,region_26,Bachelor's,f,other,1,25,4.0,2,0,0,48
17733,Sales & Marketing,region_28,,m,sourcing,1,24,4.0,3,1,0,50
33711,Operations,region_27,Bachelor's,m,sourcing,3,33,3.0,2,0,0,57
35438,Analytics,region_2,Bachelor's,m,other,2,37,4.0,2,0,0,86
22596,Sales & Marketing,region_28,,m,other,1,35,4.0,3,1,0,52
35407,Operations,region_22,Bachelor's,m,other,2,32,5.0,4,1,0,59
22838,Analytics,region_9,Bachelor's,m,other,2,30,2.0,4,0,0,89
13596,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,31,3.0,2,0,0,54
47823,Operations,region_2,Bachelor's,f,sourcing,1,43,2.0,4,0,0,59
18628,Technology,region_2,Master's & above,m,other,1,38,2.0,8,0,0,80
15802,Operations,region_31,Master's & above,f,sourcing,1,43,5.0,11,1,0,88
54519,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,29,5.0,2,0,0,46
43666,Procurement,region_4,Bachelor's,m,other,2,27,,1,1,0,68
28937,Sales & Marketing,region_14,Master's & above,m,other,1,37,3.0,8,0,0,51
11228,Operations,region_6,Bachelor's,f,sourcing,2,32,3.0,3,0,0,59
10601,Sales & Marketing,region_20,Master's & above,m,other,1,38,1.0,3,1,0,44
23315,Operations,region_31,Bachelor's,m,other,1,26,,1,0,0,62
9846,Technology,region_4,Bachelor's,f,sourcing,2,31,4.0,3,1,0,80
29267,Sales & Marketing,region_25,Bachelor's,f,other,1,30,3.0,5,0,0,48
19374,Analytics,region_22,Bachelor's,m,referred,1,29,5.0,4,1,0,84
7883,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,41,3.0,7,0,0,51
17353,HR,region_2,Master's & above,m,other,1,52,5.0,12,0,0,47
11676,Sales & Marketing,region_13,Bachelor's,m,other,1,28,3.0,2,0,0,50
24605,Procurement,region_26,Bachelor's,m,other,1,32,2.0,9,0,0,67
2054,Procurement,region_7,Below Secondary,f,sourcing,1,25,,1,1,0,71
587,Technology,region_27,Bachelor's,f,referred,1,30,,1,1,0,76
45828,Technology,region_22,Bachelor's,m,other,4,29,3.0,5,0,0,81
29242,Procurement,region_2,Master's & above,m,sourcing,1,54,2.0,13,0,0,71
16660,Sales & Marketing,region_7,Bachelor's,m,other,1,58,4.0,17,0,0,51
31748,R&D,region_22,Master's & above,m,referred,1,30,3.0,2,1,0,86
37600,HR,region_2,Master's & above,m,sourcing,1,40,3.0,9,0,0,58
11251,Sales & Marketing,region_2,Master's & above,m,other,1,35,3.0,5,0,0,52
19525,R&D,region_29,Bachelor's,m,sourcing,1,29,3.0,1,0,0,85
3681,Procurement,region_2,Bachelor's,m,other,1,43,5.0,5,0,0,70
17278,Sales & Marketing,region_13,Master's & above,m,other,2,40,3.0,8,0,0,49
8417,Sales & Marketing,region_26,Bachelor's,m,other,1,25,,1,1,0,58
28704,Sales & Marketing,region_22,Bachelor's,m,other,1,27,,1,1,0,53
41590,Technology,region_7,Bachelor's,m,other,1,40,3.0,13,0,0,80
23446,Analytics,region_9,Bachelor's,m,other,1,26,,1,0,0,81
46184,Procurement,region_2,Master's & above,m,other,1,49,3.0,3,1,1,70
20788,Analytics,region_31,Bachelor's,m,sourcing,1,32,3.0,6,1,0,88
31960,Operations,region_15,Master's & above,m,other,1,33,4.0,3,0,0,59
48413,Analytics,region_2,Master's & above,m,other,2,38,3.0,10,0,0,80
52787,Operations,region_16,Bachelor's,f,sourcing,1,35,3.0,8,0,0,59
19406,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,56,1.0,17,0,0,53
6029,Technology,region_2,Bachelor's,f,other,1,60,2.0,17,0,0,81
26576,Technology,region_5,Bachelor's,f,other,1,29,3.0,3,1,0,77
15832,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,40,2.0,3,1,1,48
49059,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,30,,1,0,0,51
38821,Analytics,region_28,Bachelor's,m,sourcing,1,29,3.0,2,1,0,89
37489,Technology,region_2,Bachelor's,m,other,1,44,1.0,5,0,0,84
8638,Operations,region_2,Master's & above,f,sourcing,1,37,4.0,10,0,0,60
5135,R&D,region_22,Master's & above,m,sourcing,1,28,4.0,2,1,1,82
19254,Technology,region_26,Master's & above,m,other,1,53,4.0,9,0,0,82
24735,Operations,region_11,Bachelor's,m,sourcing,1,28,5.0,4,0,0,56
1218,Operations,region_2,Master's & above,m,sourcing,1,45,3.0,12,0,0,60
18151,Legal,region_26,Bachelor's,m,sourcing,1,43,5.0,6,0,0,63
45947,Sales & Marketing,region_11,Master's & above,m,other,1,43,5.0,14,1,0,49
37623,Sales & Marketing,region_7,Bachelor's,m,other,1,54,5.0,7,0,0,52
26244,Technology,region_22,Bachelor's,f,referred,1,28,5.0,2,1,0,79
15098,Procurement,region_19,Bachelor's,m,sourcing,1,33,3.0,4,0,0,73
26912,Operations,region_2,Bachelor's,m,other,1,27,1.0,4,0,0,62
1717,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,31,5.0,2,1,0,44
15874,Sales & Marketing,region_2,Master's & above,f,sourcing,1,42,3.0,14,0,0,46
41099,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,26,5.0,3,0,0,50
21434,Operations,region_4,Bachelor's,f,sourcing,2,47,5.0,16,1,0,56
24091,Legal,region_7,Bachelor's,m,sourcing,1,39,3.0,10,0,0,64
50068,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,2.0,3,0,0,49
28565,Technology,region_2,Bachelor's,f,sourcing,1,44,4.0,14,0,0,76
37014,Sales & Marketing,region_2,,m,sourcing,1,48,3.0,16,0,0,53
38775,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,26,4.0,3,0,0,51
32960,Sales & Marketing,region_31,Bachelor's,m,other,2,30,1.0,6,0,0,54
16330,Sales & Marketing,region_19,Bachelor's,m,other,1,34,4.0,10,0,0,53
34976,Operations,region_26,Master's & above,f,other,1,45,5.0,10,0,0,59
31926,Operations,region_8,Bachelor's,m,other,1,29,5.0,2,1,0,56
20142,Procurement,region_17,Bachelor's,f,other,1,55,3.0,4,0,0,72
5113,Sales & Marketing,region_2,Master's & above,m,other,3,58,3.0,19,0,0,48
4638,HR,region_2,Bachelor's,m,other,1,40,3.0,7,1,0,54
24171,Sales & Marketing,region_16,Bachelor's,m,other,2,26,4.0,4,0,0,43
31322,Operations,region_2,Master's & above,f,other,1,45,3.0,14,1,0,60
5473,Sales & Marketing,region_1,Bachelor's,m,other,1,38,5.0,8,1,0,52
51935,Procurement,region_7,Bachelor's,f,other,1,28,3.0,2,0,0,71
25272,Sales & Marketing,region_13,Bachelor's,m,other,3,42,1.0,9,0,0,53
26816,Sales & Marketing,region_28,Bachelor's,f,sourcing,2,29,3.0,7,1,0,47
5883,Sales & Marketing,region_22,Bachelor's,m,other,5,30,3.0,7,0,0,46
45791,Sales & Marketing,region_13,Master's & above,m,sourcing,1,33,5.0,8,0,0,50
43366,R&D,region_27,,m,sourcing,1,30,3.0,3,0,0,83
29749,Operations,region_19,Bachelor's,m,other,1,33,5.0,5,1,0,62
13798,Sales & Marketing,region_2,Bachelor's,m,other,4,30,3.0,2,0,0,50
46116,Analytics,region_7,Bachelor's,m,sourcing,1,30,3.0,5,0,0,79
45066,Procurement,region_2,Bachelor's,m,sourcing,1,48,3.0,19,1,0,75
54022,HR,region_24,Bachelor's,m,other,1,30,,1,0,0,52
29063,Analytics,region_34,Bachelor's,m,sourcing,1,31,3.0,3,0,0,88
54510,R&D,region_27,Bachelor's,m,other,1,35,3.0,5,0,0,88
51394,Operations,region_15,Bachelor's,m,other,1,40,5.0,6,0,0,58
46942,Sales & Marketing,region_2,Bachelor's,m,other,1,25,4.0,2,1,0,49
18004,R&D,region_22,Bachelor's,m,other,1,32,1.0,2,0,0,83
50157,Operations,region_29,Bachelor's,f,other,1,31,3.0,7,1,0,55
550,Operations,region_12,Bachelor's,m,other,1,30,4.0,4,0,0,57
1103,Legal,region_27,Bachelor's,m,other,1,28,1.0,3,1,0,60
51000,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,27,3.0,2,1,0,47
25695,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,31,3.0,7,0,0,47
10313,HR,region_2,Bachelor's,m,other,1,23,,1,0,0,42
41970,Sales & Marketing,region_30,Bachelor's,m,sourcing,2,26,3.0,2,0,0,51
28779,HR,region_2,Master's & above,f,other,1,55,5.0,24,0,0,50
52590,R&D,region_26,Master's & above,m,sourcing,1,31,1.0,2,0,0,80
15808,Technology,region_11,Bachelor's,m,sourcing,1,28,5.0,4,0,0,78
9192,Procurement,region_17,Bachelor's,f,sourcing,3,35,2.0,8,0,0,69
9331,Procurement,region_7,Master's & above,m,sourcing,2,39,3.0,11,0,0,66
9138,Procurement,region_2,Bachelor's,m,other,1,48,3.0,16,0,0,84
46192,Analytics,region_28,Master's & above,m,other,1,37,5.0,2,1,0,85
10405,Technology,region_7,Bachelor's,m,sourcing,1,34,3.0,4,0,0,77
39525,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,32,2.0,4,0,0,50
46892,Sales & Marketing,region_22,,m,sourcing,1,29,4.0,6,1,0,46
4291,Operations,region_1,Bachelor's,m,sourcing,1,27,,1,1,0,58
53555,Technology,region_7,Master's & above,m,sourcing,1,40,3.0,7,0,0,80
41330,Operations,region_22,Bachelor's,m,sourcing,1,37,5.0,3,0,0,61
48828,Analytics,region_7,Bachelor's,m,sourcing,1,32,5.0,5,1,0,81
35606,HR,region_31,Bachelor's,f,other,2,29,3.0,4,1,0,47
10248,Operations,region_23,Bachelor's,f,other,1,37,5.0,11,0,0,58
5895,Analytics,region_6,Bachelor's,m,sourcing,1,27,5.0,2,1,0,87
12721,Sales & Marketing,region_15,Bachelor's,m,other,1,26,3.0,3,0,0,50
48038,Sales & Marketing,region_11,Bachelor's,m,other,1,29,3.0,2,1,0,50
4015,R&D,region_2,Master's & above,m,sourcing,2,38,4.0,9,0,0,85
44827,Procurement,region_7,Master's & above,m,other,2,51,3.0,24,0,0,69
19235,HR,region_2,Bachelor's,m,other,1,52,3.0,3,0,0,50
40666,Technology,region_13,Bachelor's,f,sourcing,1,35,3.0,8,0,0,78
44801,Procurement,region_5,Bachelor's,f,other,1,27,3.0,3,0,0,65
10302,Operations,region_22,Bachelor's,f,sourcing,1,37,5.0,4,0,0,63
16818,Sales & Marketing,region_15,Bachelor's,m,other,1,46,3.0,18,0,0,53
37010,Operations,region_1,Master's & above,m,sourcing,1,33,3.0,8,0,0,62
48473,Finance,region_11,Bachelor's,m,sourcing,1,27,,1,1,0,58
9502,Technology,region_27,Master's & above,m,sourcing,1,33,3.0,8,0,0,78
14044,HR,region_2,Master's & above,f,sourcing,1,43,1.0,7,0,0,51
7247,Analytics,region_4,Master's & above,m,other,2,33,5.0,6,1,0,82
45825,R&D,region_7,Master's & above,m,sourcing,1,34,3.0,3,0,0,80
43769,Operations,region_29,Bachelor's,m,sourcing,1,37,3.0,5,0,0,56
17838,Sales & Marketing,region_22,Master's & above,m,sourcing,2,40,3.0,5,1,0,52
5791,Sales & Marketing,region_28,Master's & above,m,other,1,30,4.0,6,1,0,50
8477,Sales & Marketing,region_13,Master's & above,m,other,1,33,3.0,7,0,0,51
16929,Operations,region_2,Master's & above,m,other,1,45,5.0,3,0,0,59
51429,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,32,5.0,9,1,0,48
9477,Technology,region_2,Master's & above,m,sourcing,1,49,3.0,19,0,0,79
33673,Analytics,region_32,Bachelor's,m,other,2,35,5.0,9,1,0,87
50763,Analytics,region_12,Bachelor's,m,other,1,28,4.0,2,0,0,86
5631,Operations,region_26,Master's & above,m,other,1,55,3.0,16,0,0,60
33147,Operations,region_22,Master's & above,m,other,1,47,5.0,17,0,0,70
22055,Analytics,region_22,Bachelor's,m,sourcing,1,27,5.0,2,0,0,84
41564,Sales & Marketing,region_13,,m,other,1,30,2.0,5,0,0,51
31282,Sales & Marketing,region_6,,m,other,1,31,4.0,3,1,0,51
52002,Analytics,region_13,Bachelor's,m,other,2,30,3.0,5,0,0,86
37140,Technology,region_2,Bachelor's,m,other,1,43,3.0,20,0,0,82
24598,Sales & Marketing,region_17,Bachelor's,m,other,1,34,5.0,7,0,0,52
41654,Operations,region_22,Bachelor's,m,sourcing,1,46,3.0,2,0,0,62
37295,Technology,region_2,Bachelor's,m,other,1,35,2.0,9,0,0,80
43445,Sales & Marketing,region_2,Bachelor's,m,other,1,37,5.0,3,1,0,45
18296,Technology,region_33,Bachelor's,m,sourcing,1,46,4.0,19,0,0,79
5081,Operations,region_15,Master's & above,f,sourcing,1,41,5.0,5,0,0,61
50262,Analytics,region_22,Bachelor's,f,other,4,30,5.0,3,1,0,86
5830,Operations,region_7,Bachelor's,m,other,1,42,3.0,5,0,0,55
46867,Technology,region_2,Master's & above,m,other,2,57,4.0,18,0,0,81
5847,Sales & Marketing,region_15,Bachelor's,m,other,1,24,,1,0,0,51
48927,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,26,2.0,3,0,0,47
45341,Sales & Marketing,region_8,Bachelor's,m,sourcing,2,27,3.0,4,0,0,50
11808,Sales & Marketing,region_13,Master's & above,m,sourcing,1,47,5.0,15,0,0,53
21570,Operations,region_22,Bachelor's,f,other,2,37,5.0,7,1,0,55
26935,Sales & Marketing,region_6,,m,sourcing,1,25,3.0,2,0,0,50
22768,Sales & Marketing,region_24,Bachelor's,f,sourcing,2,32,3.0,4,0,0,45
5538,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,36,5.0,2,1,0,41
18884,HR,region_20,Bachelor's,m,other,1,28,,1,1,0,50
28714,Sales & Marketing,region_20,Bachelor's,m,other,1,30,1.0,2,0,0,51
18262,Procurement,region_2,Below Secondary,f,other,1,23,,1,1,0,71
47974,HR,region_2,Master's & above,m,sourcing,1,37,3.0,4,0,0,51
36665,Procurement,region_19,Master's & above,m,sourcing,1,43,4.0,15,0,0,69
49605,Procurement,region_2,Below Secondary,m,other,3,22,4.0,2,0,0,66
25556,Sales & Marketing,region_32,Bachelor's,m,other,2,25,,1,0,0,46
10929,Sales & Marketing,region_23,Master's & above,m,other,1,33,1.0,4,0,0,51
25645,Technology,region_22,Bachelor's,m,other,4,27,,1,0,0,79
24644,Sales & Marketing,region_5,Bachelor's,m,other,2,31,1.0,3,0,0,51
33159,Sales & Marketing,region_2,Bachelor's,f,other,2,40,3.0,5,0,0,43
31607,Technology,region_17,Master's & above,f,other,1,34,4.0,7,1,0,86
10884,Procurement,region_26,Bachelor's,f,other,1,31,4.0,7,0,0,69
32637,Technology,region_16,Master's & above,f,sourcing,1,40,4.0,2,1,0,75
35508,Operations,region_23,Master's & above,m,sourcing,1,37,5.0,5,1,0,64
44356,Technology,region_2,Bachelor's,f,sourcing,2,30,5.0,2,1,0,79
11539,Analytics,region_7,Bachelor's,m,other,1,34,3.0,7,0,0,83
33882,Operations,region_14,Bachelor's,m,sourcing,2,34,5.0,2,1,0,59
16386,R&D,region_2,Master's & above,f,other,2,36,4.0,5,0,0,85
24373,Technology,region_2,Bachelor's,f,other,1,29,3.0,4,0,0,80
36258,Sales & Marketing,region_1,,m,sourcing,1,26,2.0,2,0,0,50
14368,Operations,region_26,Bachelor's,m,sourcing,2,30,4.0,4,1,0,60
8212,Analytics,region_27,Bachelor's,m,other,1,28,3.0,3,0,0,86
45240,Operations,region_27,Bachelor's,m,sourcing,1,27,,1,0,0,58
45062,Analytics,region_29,Bachelor's,m,other,3,31,3.0,3,0,0,84
43181,Technology,region_2,Bachelor's,f,sourcing,1,48,3.0,4,0,0,81
22211,Procurement,region_10,Bachelor's,m,sourcing,2,31,4.0,3,0,0,72
10578,Technology,region_31,Bachelor's,m,sourcing,1,36,3.0,3,0,0,77
40817,Analytics,region_8,Bachelor's,m,sourcing,1,26,,1,1,0,82
7837,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,25,1.0,2,0,0,51
15749,Operations,region_2,Master's & above,m,other,1,38,3.0,6,1,0,56
43242,Analytics,region_23,Bachelor's,m,other,1,32,3.0,4,0,0,81
46974,Operations,region_2,Master's & above,m,sourcing,2,52,4.0,20,0,0,58
32949,Analytics,region_30,Bachelor's,m,other,2,32,3.0,3,1,0,86
17958,Sales & Marketing,region_32,Bachelor's,m,other,1,34,3.0,2,0,0,47
33994,Procurement,region_15,Master's & above,f,other,1,41,4.0,7,0,0,64
33474,Sales & Marketing,region_2,Bachelor's,m,other,1,36,3.0,2,0,0,50
18620,Technology,region_23,Bachelor's,m,other,1,34,3.0,9,0,0,74
54287,Procurement,region_2,Below Secondary,m,other,4,24,,1,1,0,73
47129,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,24,,1,0,0,50
50852,Sales & Marketing,region_3,Master's & above,m,other,1,49,5.0,19,1,0,46
35414,Analytics,region_25,Master's & above,m,sourcing,1,35,3.0,10,0,0,86
30441,Sales & Marketing,region_22,Bachelor's,m,sourcing,5,27,4.0,3,0,0,48
463,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,46,1.0,5,0,0,50
